Mike van Arsdale,1500,1516.0,1531.263693206478,1517.8820370550015,1502.6313254295555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Pardo,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hugo Duarte,1500,1484.8260487732916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pete Williams,1500,1519.4124084199104,1503.2377448917532,1519.0886455453713,1534.210464371927,1516.684717876665,1499.916948332074,1484.6909039121763,1470.1624786590294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Horn,1500,1485.499893184618,1470.1672603562185,1488.26577721129,1504.8059527689586,1519.855788834908,1535.5473570626846,1517.916029082353,1506.8360671772025,1523.9279913437172,1538.9282612772347,1523.2050004216028,1507.565839161277,1491.1892251262657,,,,,,,,,,,,,,,,,,,,,,,,,,
Cesar Marscucci,1500,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulo Santos,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulio Palhares,1500,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adriano Santos,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ebenezer Fontes Braga,1500,1515.3326328283995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Rizzo,1500,1517.520963787841,1535.278604842336,1549.6930937763598,1564.7722138707927,1546.6539941076787,1564.652154460828,1578.426170739074,1562.449322131715,1547.9396629189516,1561.712603702381,1542.1923183071963,1525.1223460916158,1539.3429071503947,1556.269622749182,,,,,,,,,,,,,,,,,,,,,,,,,
Wanderlei Silva,1500,1486.1685608974603,1502.8051859260065,1487.7316530389655,1478.142521674609,1497.4158931517875,1483.2617245492452,1472.6006580265705,1493.522368472783,1480.1457711517892,1497.059098221449,1485.4004852938194,1503.58020198084,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Lober,1500,1486.1588192089037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Caracci,1500,1484.736306793522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Tanner,1500,1516.0,1531.263693206478,1546.5612260339533,1530.8580105409565,1545.4406715124562,1559.5397485620224,1572.8243711019436,1553.5189509221068,1567.796733514507,1580.7889858998703,1594.1365897471533,1606.7150973968144,1588.820302299444,1570.1635640758052,1582.9756325268718,1566.2078821898779,1547.559844634395,,,,,,,,,,,,,,,,,,,,,,
Darrel Gholar,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorge Patino,1500,1486.1632457797655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bas Rutten,1500,1517.4601012836529,1533.436843582013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sione Latu,1500,1516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joey Roberts,1500,1484.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jason Godsey,1500,1484.149099346382,1469.0992632804325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valeri Ignatov,1500,1484.736306793522,1469.4387739660467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Randleman,1500,1516.9550663537434,1500.9783240553834,1518.5040705506453,1536.6222903137593,1521.8894498598156,1506.2978640399283,1522.8221641375635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
